year,windc_label,windc_label_col,units,value
2007,otp_tex,pri_pri,millions of us dollars (USD),118.0
2012,otp_tex,pri_pri,millions of us dollars (USD),482.0
2007,ppb_ppd,pri_pri,millions of us dollars (USD),202.0
2012,ppb_ppd,pri_pri,millions of us dollars (USD),376.0
2007,ceh_fmt,pri_pri,millions of us dollars (USD),15.0
2012,ceh_fmt,pri_pri,millions of us dollars (USD),169.0
2007,plm_pla,pri_pri,millions of us dollars (USD),302.0
2012,plm_pla,pri_pri,millions of us dollars (USD),251.0
2007,prc_cep,pri_pri,millions of us dollars (USD),16.0
2012,prc_cep,pri_pri,millions of us dollars (USD),19.0
2007,ofm_mmf,pri_pri,millions of us dollars (USD),94.0
2012,ofm_mmf,pri_pri,millions of us dollars (USD),262.0
2007,pri_pri,pri_pri,millions of us dollars (USD),63491.0
2012,pri_pri,pri_pri,millions of us dollars (USD),55682.0
2007,sap_pri,pri_pri,millions of us dollars (USD),1444.0
2012,sap_pri,pri_pri,millions of us dollars (USD),1137.0
2007,adv_tsv,pri_pri,millions of us dollars (USD),28237.0
2012,adv_tsv,pri_pri,millions of us dollars (USD),18245.0
2007,sgn_mmf,pri_pri,millions of us dollars (USD),195.0
2012,sgn_mmf,pri_pri,millions of us dollars (USD),313.0
2007,ctm_cep,pri_pri,millions of us dollars (USD),40.0
2012,ctm_cep,pri_pri,millions of us dollars (USD),25.0
2007,sta_ppd,pri_pri,millions of us dollars (USD),127.0
2012,sta_ppd,pri_pri,millions of us dollars (USD),112.0
2007,lea_alt,pri_pri,millions of us dollars (USD),2.0
2012,lea_alt,pri_pri,millions of us dollars (USD),2.0
2007,app_alt,pri_pri,millions of us dollars (USD),58.0
2012,app_alt,pri_pri,millions of us dollars (USD),12.0
2007,ndg_wht,pri_pri,millions of us dollars (USD),835.0
2012,ndg_wht,pri_pri,millions of us dollars (USD),689.0
2007,bsp_adm,pri_pri,millions of us dollars (USD),1025.0
2012,bsp_adm,pri_pri,millions of us dollars (USD),228.0
2007,TotalBasic,sap_pri,millions of us dollars (USD),5577.0
2012,TotalBasic,sap_pri,millions of us dollars (USD),3889.0
2007,cus_com,sap_pri,millions of us dollars (USD),16.0
2012,cus_com,sap_pri,millions of us dollars (USD),13.0
2007,sci_tsv,sap_pri,millions of us dollars (USD),80.0
2012,sci_tsv,sap_pri,millions of us dollars (USD),27.0
2007,srp_use,sap_pri,millions of us dollars (USD),7.0
2012,srp_use,sap_pri,millions of us dollars (USD),3.0
2012,cut_fmt,sap_pri,millions of us dollars (USD),81.0
2007,pri_pri,sap_pri,millions of us dollars (USD),210.0
2012,pri_pri,sap_pri,millions of us dollars (USD),329.0
2007,sap_pri,sap_pri,millions of us dollars (USD),5088.0
2012,sap_pri,sap_pri,millions of us dollars (USD),3338.0
2007,adv_tsv,sap_pri,millions of us dollars (USD),71.0
2012,adv_tsv,sap_pri,millions of us dollars (USD),55.0
2007,sta_ppd,sap_pri,millions of us dollars (USD),48.0
2012,sta_ppd,sap_pri,millions of us dollars (USD),15.0
2007,ndg_wht,sap_pri,millions of us dollars (USD),19.0
2012,ndg_wht,sap_pri,millions of us dollars (USD),16.0
2007,bsp_adm,sap_pri,millions of us dollars (USD),38.0
2012,bsp_adm,sap_pri,millions of us dollars (USD),14.0
2007,TotalBasic,ref_pet,millions of us dollars (USD),571326.0
2012,TotalBasic,ref_pet,millions of us dollars (USD),784481.0
2012,oil_oil,ref_pet,millions of us dollars (USD),1587.0
2012,oth_min,ref_pet,millions of us dollars (USD),1910.0
2007,ref_pet,ref_pet,millions of us dollars (USD),528787.0
2012,ref_pet,ref_pet,millions of us dollars (USD),726103.0
2007,igm_che,ref_pet,millions of us dollars (USD),1.0
2012,igm_che,ref_pet,millions of us dollars (USD),1.0
2007,obo_che,ref_pet,millions of us dollars (USD),2574.0
2012,obo_che,ref_pet,millions of us dollars (USD),5934.0
2007,pet_wht,ref_pet,millions of us dollars (USD),4593.0
2012,pet_wht,ref_pet,millions of us dollars (USD),4596.0
2007,cus_com,ref_pet,millions of us dollars (USD),25.0
2012,cus_com,ref_pet,millions of us dollars (USD),26.0
2007,sci_tsv,ref_pet,millions of us dollars (USD),711.0
2012,sci_tsv,ref_pet,millions of us dollars (USD),364.0
2007,oth_pet,ref_pet,millions of us dollars (USD),6471.0
2012,oth_pet,ref_pet,millions of us dollars (USD),11188.0
2007,obi_che,ref_pet,millions of us dollars (USD),129.0
2012,obi_che,ref_pet,millions of us dollars (USD),339.0
2007,mfs_con,ref_pet,millions of us dollars (USD),154.0
2012,mfs_con,ref_pet,millions of us dollars (USD),319.0
2012,shn_pet,ref_pet,millions of us dollars (USD),189.0
2007,sop_che,ref_pet,millions of us dollars (USD),20.0
2012,sop_che,ref_pet,millions of us dollars (USD),132.0
2007,ptr_che,ref_pet,millions of us dollars (USD),27859.0
2012,ptr_che,ref_pet,millions of us dollars (USD),31794.0
2007,TotalBasic,pav_pet,millions of us dollars (USD),12177.0
2012,TotalBasic,pav_pet,millions of us dollars (USD),13275.0
2007,oth_min,pav_pet,millions of us dollars (USD),117.0
2012,oth_min,pav_pet,millions of us dollars (USD),40.0
2007,cus_com,pav_pet,millions of us dollars (USD),5.0
2012,cus_com,pav_pet,millions of us dollars (USD),5.0
2007,sci_tsv,pav_pet,millions of us dollars (USD),143.0
2012,sci_tsv,pav_pet,millions of us dollars (USD),67.0
2007,odg_wht,pav_pet,millions of us dollars (USD),95.0
2012,odg_wht,pav_pet,millions of us dollars (USD),98.0
2007,stn_min,pav_pet,millions of us dollars (USD),169.0
2012,stn_min,pav_pet,millions of us dollars (USD),126.0
2007,cnc_nmp,pav_pet,millions of us dollars (USD),118.0
2012,cnc_nmp,pav_pet,millions of us dollars (USD),69.0
2007,pav_pet,pav_pet,millions of us dollars (USD),11444.0
2012,pav_pet,pav_pet,millions of us dollars (USD),12795.0
2007,mfs_con,pav_pet,millions of us dollars (USD),3.0
2012,mfs_con,pav_pet,millions of us dollars (USD),6.0
2007,mnm_nmp,pav_pet,millions of us dollars (USD),9.0
2012,mnm_nmp,pav_pet,millions of us dollars (USD),27.0
2007,shn_pet,pav_pet,millions of us dollars (USD),74.0
2012,shn_pet,pav_pet,millions of us dollars (USD),18.0
2012,hca_eec,pav_pet,millions of us dollars (USD),25.0
2007,TotalBasic,shn_pet,millions of us dollars (USD),8363.0
2012,TotalBasic,shn_pet,millions of us dollars (USD),10629.0
2007,ref_pet,shn_pet,millions of us dollars (USD),4.0
2012,ref_pet,shn_pet,millions of us dollars (USD),46.0
2007,obo_che,shn_pet,millions of us dollars (USD),5.0
2012,obo_che,shn_pet,millions of us dollars (USD),1.0
2007,cus_com,shn_pet,millions of us dollars (USD),5.0
2012,cus_com,shn_pet,millions of us dollars (USD),4.0
2007,sci_tsv,shn_pet,millions of us dollars (USD),129.0
2012,sci_tsv,shn_pet,millions of us dollars (USD),55.0
2007,odg_wht,shn_pet,millions of us dollars (USD),161.0
2012,odg_wht,shn_pet,millions of us dollars (USD),98.0
2007,pav_pet,shn_pet,millions of us dollars (USD),66.0
2012,pav_pet,shn_pet,millions of us dollars (USD),152.0
2007,oth_pet,shn_pet,millions of us dollars (USD),1.0
2012,oth_pet,shn_pet,millions of us dollars (USD),2.0
2007,mfs_con,shn_pet,millions of us dollars (USD),2.0
2012,mfs_con,shn_pet,millions of us dollars (USD),4.0
2007,ppm_ppd,shn_pet,millions of us dollars (USD),75.0
2012,ppm_ppd,shn_pet,millions of us dollars (USD),21.0
2007,toi_ppd,shn_pet,millions of us dollars (USD),1.0
2007,opm_pla,shn_pet,millions of us dollars (USD),10.0
2012,opm_pla,shn_pet,millions of us dollars (USD),5.0
2007,gla_nmp,shn_pet,millions of us dollars (USD),3.0
2012,gla_nmp,shn_pet,millions of us dollars (USD),2.0
2007,shn_pet,shn_pet,millions of us dollars (USD),7895.0
2012,shn_pet,shn_pet,millions of us dollars (USD),10133.0
2007,txf_tex,shn_pet,millions of us dollars (USD),2.0
2012,wol_nmp,shn_pet,millions of us dollars (USD),93.0
2007,adh_che,shn_pet,millions of us dollars (USD),1.0
2007,ptr_che,shn_pet,millions of us dollars (USD),2.0
2012,ptr_che,shn_pet,millions of us dollars (USD),12.0
2007,TotalBasic,oth_pet,millions of us dollars (USD),14324.0
2012,TotalBasic,oth_pet,millions of us dollars (USD),24959.0
2007,ref_pet,oth_pet,millions of us dollars (USD),244.0
2012,ref_pet,oth_pet,millions of us dollars (USD),1844.0
2007,obo_che,oth_pet,millions of us dollars (USD),286.0
2012,obo_che,oth_pet,millions of us dollars (USD),186.0
2007,pet_wht,oth_pet,millions of us dollars (USD),43.0
2012,pet_wht,oth_pet,millions of us dollars (USD),69.0
2007,cus_com,oth_pet,millions of us dollars (USD),5.0
2012,cus_com,oth_pet,millions of us dollars (USD),6.0
2007,sci_tsv,oth_pet,millions of us dollars (USD),151.0
2012,sci_tsv,oth_pet,millions of us dollars (USD),83.0
2007,oth_pet,oth_pet,millions of us dollars (USD),13249.0
2012,oth_pet,oth_pet,millions of us dollars (USD),21726.0
2007,obi_che,oth_pet,millions of us dollars (USD),6.0
2012,obi_che,oth_pet,millions of us dollars (USD),1.0
2007,mfs_con,oth_pet,millions of us dollars (USD),4.0
2012,mfs_con,oth_pet,millions of us dollars (USD),10.0
2007,pmr_che,oth_pet,millions of us dollars (USD),1.0
2007,och_che,oth_pet,millions of us dollars (USD),120.0
2012,och_che,oth_pet,millions of us dollars (USD),322.0
2007,abr_nmp,oth_pet,millions of us dollars (USD),7.0
2012,abr_nmp,oth_pet,millions of us dollars (USD),1.0
2007,sop_che,oth_pet,millions of us dollars (USD),198.0
2012,sop_che,oth_pet,millions of us dollars (USD),508.0
2007,oee_mch,oth_pet,millions of us dollars (USD),8.0
2012,oee_mch,oth_pet,millions of us dollars (USD),3.0
2007,ptr_che,oth_pet,millions of us dollars (USD),3.0
2012,ptr_che,oth_pet,millions of us dollars (USD),199.0
2007,TotalBasic,ptr_che,millions of us dollars (USD),76416.0
2012,TotalBasic,ptr_che,millions of us dollars (USD),81055.0
2007,ref_pet,ptr_che,millions of us dollars (USD),437.0
2012,ref_pet,ptr_che,millions of us dollars (USD),1468.0
2007,igm_che,ptr_che,millions of us dollars (USD),12.0
2007,obo_che,ptr_che,millions of us dollars (USD),7015.0
2012,obo_che,ptr_che,millions of us dollars (USD),6066.0
2007,pet_wht,ptr_che,millions of us dollars (USD),294.0
2012,pet_wht,ptr_che,millions of us dollars (USD),360.0
2007,cus_com,ptr_che,millions of us dollars (USD),14.0
2012,cus_com,ptr_che,millions of us dollars (USD),13.0
2007,sci_tsv,ptr_che,millions of us dollars (USD),332.0
2012,sci_tsv,ptr_che,millions of us dollars (USD),342.0
2007,oth_pet,ptr_che,millions of us dollars (USD),12.0
2007,obi_che,ptr_che,millions of us dollars (USD),104.0
2012,obi_che,ptr_che,millions of us dollars (USD),260.0
2007,mfs_con,ptr_che,millions of us dollars (USD),24.0
2012,mfs_con,ptr_che,millions of us dollars (USD),42.0
2007,pmr_che,ptr_che,millions of us dollars (USD),3580.0
2012,pmr_che,ptr_che,millions of us dollars (USD),3747.0
2007,plm_pla,ptr_che,millions of us dollars (USD),1.0
2007,srf_che,ptr_che,millions of us dollars (USD),798.0
2012,srf_che,ptr_che,millions of us dollars (USD),1659.0
2007,ptr_che,ptr_che,millions of us dollars (USD),63793.0
2012,ptr_che,ptr_che,millions of us dollars (USD),67099.0
2007,TotalBasic,igm_che,millions of us dollars (USD),9290.0
2012,TotalBasic,igm_che,millions of us dollars (USD),6936.0
2012,ref_pet,igm_che,millions of us dollars (USD),1.0
2007,igm_che,igm_che,millions of us dollars (USD),8501.0
2012,igm_che,igm_che,millions of us dollars (USD),6077.0
2007,obo_che,igm_che,millions of us dollars (USD),302.0
2012,obo_che,igm_che,millions of us dollars (USD),22.0
2007,cus_com,igm_che,millions of us dollars (USD),9.0
2012,cus_com,igm_che,millions of us dollars (USD),10.0
2007,sci_tsv,igm_che,millions of us dollars (USD),221.0
2012,sci_tsv,igm_che,millions of us dollars (USD),257.0
2007,obi_che,igm_che,millions of us dollars (USD),90.0
2012,obi_che,igm_che,millions of us dollars (USD),35.0
2007,mfs_con,igm_che,millions of us dollars (USD),3.0
2012,mfs_con,igm_che,millions of us dollars (USD),4.0
2007,pmr_che,igm_che,millions of us dollars (USD),30.0
2012,pmr_che,igm_che,millions of us dollars (USD),122.0
2007,sop_che,igm_che,millions of us dollars (USD),41.0
2012,sop_che,igm_che,millions of us dollars (USD),8.0
2007,ndg_wht,igm_che,millions of us dollars (USD),91.0
2012,ndg_wht,igm_che,millions of us dollars (USD),370.0
2012,ptr_che,igm_che,millions of us dollars (USD),31.0
2007,TotalBasic,sdp_che,millions of us dollars (USD),8119.0
2012,TotalBasic,sdp_che,millions of us dollars (USD),9222.0
2007,obo_che,sdp_che,millions of us dollars (USD),188.0
2012,obo_che,sdp_che,millions of us dollars (USD),81.0
2007,cus_com,sdp_che,millions of us dollars (USD),9.0
2012,cus_com,sdp_che,millions of us dollars (USD),7.0
2007,sci_tsv,sdp_che,millions of us dollars (USD),196.0
2012,sci_tsv,sdp_che,millions of us dollars (USD),188.0
2007,lme_nmp,sdp_che,millions of us dollars (USD),3.0
2012,lme_nmp,sdp_che,millions of us dollars (USD),4.0
2007,obi_che,sdp_che,millions of us dollars (USD),212.0
2012,obi_che,sdp_che,millions of us dollars (USD),136.0
2007,mfs_con,sdp_che,millions of us dollars (USD),3.0
2012,mfs_con,sdp_che,millions of us dollars (USD),5.0
2007,ppm_ppd,sdp_che,millions of us dollars (USD),18.0
2012,ppm_ppd,sdp_che,millions of us dollars (USD),6.0
2007,toi_ppd,sdp_che,millions of us dollars (USD),6.0
2012,toi_ppd,sdp_che,millions of us dollars (USD),3.0
2007,pmr_che,sdp_che,millions of us dollars (USD),2.0
2007,ltf_eec,sdp_che,millions of us dollars (USD),16.0
2012,ltf_eec,sdp_che,millions of us dollars (USD),11.0
2007,och_che,sdp_che,millions of us dollars (USD),34.0
2012,och_che,sdp_che,millions of us dollars (USD),5.0
2007,sop_che,sdp_che,millions of us dollars (USD),54.0
2012,sop_che,sdp_che,millions of us dollars (USD),35.0
2007,adh_che,sdp_che,millions of us dollars (USD),5.0
2012,adh_che,sdp_che,millions of us dollars (USD),1.0
2007,nms_pmt,sdp_che,millions of us dollars (USD),148.0
2012,nms_pmt,sdp_che,millions of us dollars (USD),69.0
2007,sdp_che,sdp_che,millions of us dollars (USD),7201.0
2012,sdp_che,sdp_che,millions of us dollars (USD),8635.0
2007,srf_che,sdp_che,millions of us dollars (USD),2.0
2007,pri_che,sdp_che,millions of us dollars (USD),3.0
2012,pri_che,sdp_che,millions of us dollars (USD),1.0
2007,ndg_wht,sdp_che,millions of us dollars (USD),20.0
2012,ndg_wht,sdp_che,millions of us dollars (USD),35.0
2007,TotalBasic,obi_che,millions of us dollars (USD),30082.0
2012,TotalBasic,obi_che,millions of us dollars (USD),34695.0
2007,igm_che,obi_che,millions of us dollars (USD),51.0
2012,igm_che,obi_che,millions of us dollars (USD),5.0
2007,obo_che,obi_che,millions of us dollars (USD),1114.0
2012,obo_che,obi_che,millions of us dollars (USD),1056.0
2007,fmf_che,obi_che,millions of us dollars (USD),191.0
2012,fmf_che,obi_che,millions of us dollars (USD),201.0
2007,cus_com,obi_che,millions of us dollars (USD),22.0
2012,cus_com,obi_che,millions of us dollars (USD),22.0
2007,sci_tsv,obi_che,millions of us dollars (USD),510.0
2012,sci_tsv,obi_che,millions of us dollars (USD),566.0
2007,stn_min,obi_che,millions of us dollars (USD),10.0
2012,stn_min,obi_che,millions of us dollars (USD),3.0
2007,cut_nmp,obi_che,millions of us dollars (USD),8.0
2012,cut_nmp,obi_che,millions of us dollars (USD),2.0
2007,obi_che,obi_che,millions of us dollars (USD),27076.0
2012,obi_che,obi_che,millions of us dollars (USD),31651.0
2007,mfs_con,obi_che,millions of us dollars (USD),9.0
2012,mfs_con,obi_che,millions of us dollars (USD),20.0
2007,pmr_che,obi_che,millions of us dollars (USD),4.0
2012,pmr_che,obi_che,millions of us dollars (USD),170.0
2007,oti_mch,obi_che,millions of us dollars (USD),48.0
2012,oti_mch,obi_che,millions of us dollars (USD),10.0
2007,och_che,obi_che,millions of us dollars (USD),310.0
2012,och_che,obi_che,millions of us dollars (USD),157.0
2007,sop_che,obi_che,millions of us dollars (USD),120.0
2012,sop_che,obi_che,millions of us dollars (USD),324.0
2007,ogp_mch,obi_che,millions of us dollars (USD),27.0
2012,ogp_mch,obi_che,millions of us dollars (USD),7.0
2007,ala_pmt,obi_che,millions of us dollars (USD),193.0
2012,ala_pmt,obi_che,millions of us dollars (USD),183.0
2007,sdp_che,obi_che,millions of us dollars (USD),2.0
2007,srf_che,obi_che,millions of us dollars (USD),3.0
2012,srf_che,obi_che,millions of us dollars (USD),40.0
2007,ndg_wht,obi_che,millions of us dollars (USD),385.0
2012,ndg_wht,obi_che,millions of us dollars (USD),278.0
2007,TotalBasic,obo_che,millions of us dollars (USD),98660.0
2012,TotalBasic,obo_che,millions of us dollars (USD),140289.0
2007,ref_pet,obo_che,millions of us dollars (USD),31.0
2012,ref_pet,obo_che,millions of us dollars (USD),14.0
2007,igm_che,obo_che,millions of us dollars (USD),170.0
2012,igm_che,obo_che,millions of us dollars (USD),60.0
2007,obo_che,obo_che,millions of us dollars (USD),82051.0
2012,obo_che,obo_che,millions of us dollars (USD),111572.0
2007,fmf_che,obo_che,millions of us dollars (USD),377.0
2012,fmf_che,obo_che,millions of us dollars (USD),859.0
2007,cus_com,obo_che,millions of us dollars (USD),23.0
2012,cus_com,obo_che,millions of us dollars (USD),26.0
2007,sci_tsv,obo_che,millions of us dollars (USD),544.0
2012,sci_tsv,obo_che,millions of us dollars (USD),668.0
2007,pav_pet,obo_che,millions of us dollars (USD),33.0
2012,pav_pet,obo_che,millions of us dollars (USD),2.0
2007,oth_pet,obo_che,millions of us dollars (USD),165.0
2012,oth_pet,obo_che,millions of us dollars (USD),61.0
2007,obi_che,obo_che,millions of us dollars (USD),1596.0
2012,obi_che,obo_che,millions of us dollars (USD),1619.0
2007,mfs_con,obo_che,millions of us dollars (USD),31.0
2012,mfs_con,obo_che,millions of us dollars (USD),73.0
2007,pmr_che,obo_che,millions of us dollars (USD),5281.0
2012,pmr_che,obo_che,millions of us dollars (USD),5566.0
2007,opm_pla,obo_che,millions of us dollars (USD),18.0
2012,opm_pla,obo_che,millions of us dollars (USD),1.0
2007,oti_mch,obo_che,millions of us dollars (USD),14.0
2012,oti_mch,obo_che,millions of us dollars (USD),1.0
2007,och_che,obo_che,millions of us dollars (USD),217.0
2012,och_che,obo_che,millions of us dollars (USD),492.0
2007,sop_che,obo_che,millions of us dollars (USD),997.0
2012,sop_che,obo_che,millions of us dollars (USD),1194.0
2007,adh_che,obo_che,millions of us dollars (USD),2.0
2012,adh_che,obo_che,millions of us dollars (USD),520.0
2007,plm_pla,obo_che,millions of us dollars (USD),90.0
2012,plm_pla,obo_che,millions of us dollars (USD),164.0
2007,sdp_che,obo_che,millions of us dollars (USD),138.0
2012,sdp_che,obo_che,millions of us dollars (USD),100.0
2012,smi_mmf,obo_che,millions of us dollars (USD),427.0
2007,srf_che,obo_che,millions of us dollars (USD),2072.0
2012,srf_che,obo_che,millions of us dollars (USD),1292.0
2007,inv_che,obo_che,millions of us dollars (USD),1.0
2007,phm_che,obo_che,millions of us dollars (USD),4.0
2007,oaf_fbp,obo_che,millions of us dollars (USD),15.0
2012,oaf_fbp,obo_che,millions of us dollars (USD),90.0
2007,ndg_wht,obo_che,millions of us dollars (USD),281.0
2012,ndg_wht,obo_che,millions of us dollars (USD),1507.0
2007,flr_fbp,obo_che,millions of us dollars (USD),95.0
2012,flr_fbp,obo_che,millions of us dollars (USD),497.0
2007,wet_fbp,obo_che,millions of us dollars (USD),342.0
2012,wet_fbp,obo_che,millions of us dollars (USD),5715.0
2007,soy_fbp,obo_che,millions of us dollars (USD),7.0
2007,mbm_che,obo_che,millions of us dollars (USD),292.0
2012,mbm_che,obo_che,millions of us dollars (USD),274.0
2007,why_fbp,obo_che,millions of us dollars (USD),1160.0
2012,why_fbp,obo_che,millions of us dollars (USD),5001.0
2007,ptr_che,obo_che,millions of us dollars (USD),2175.0
2012,ptr_che,obo_che,millions of us dollars (USD),2096.0
2007,pag_che,obo_che,millions of us dollars (USD),439.0
2012,pag_che,obo_che,millions of us dollars (USD),397.0
2007,TotalBasic,pmr_che,millions of us dollars (USD),84593.0
2012,TotalBasic,pmr_che,millions of us dollars (USD),91232.0
2007,ref_pet,pmr_che,millions of us dollars (USD),12.0
2012,ref_pet,pmr_che,millions of us dollars (USD),56.0
2007,igm_che,pmr_che,millions of us dollars (USD),239.0
2012,igm_che,pmr_che,millions of us dollars (USD),831.0
2007,obo_che,pmr_che,millions of us dollars (USD),2666.0
2012,obo_che,pmr_che,millions of us dollars (USD),2352.0
2007,cus_com,pmr_che,millions of us dollars (USD),23.0
2012,cus_com,pmr_che,millions of us dollars (USD),23.0
2007,sci_tsv,pmr_che,millions of us dollars (USD),512.0
2012,sci_tsv,pmr_che,millions of us dollars (USD),691.0
2007,oth_pet,pmr_che,millions of us dollars (USD),49.0
2012,oth_pet,pmr_che,millions of us dollars (USD),21.0
2007,obi_che,pmr_che,millions of us dollars (USD),94.0
2012,obi_che,pmr_che,millions of us dollars (USD),296.0
2007,mfs_con,pmr_che,millions of us dollars (USD),36.0
2012,mfs_con,pmr_che,millions of us dollars (USD),44.0
2007,pmr_che,pmr_che,millions of us dollars (USD),73709.0
2012,pmr_che,pmr_che,millions of us dollars (USD),75683.0
2007,opm_pla,pmr_che,millions of us dollars (USD),90.0
2012,opm_pla,pmr_che,millions of us dollars (USD),687.0
2007,orb_pla,pmr_che,millions of us dollars (USD),62.0
2012,orb_pla,pmr_che,millions of us dollars (USD),86.0
2007,och_che,pmr_che,millions of us dollars (USD),817.0
2012,och_che,pmr_che,millions of us dollars (USD),1120.0
2012,ppb_ppd,pmr_che,millions of us dollars (USD),99.0
2007,sop_che,pmr_che,millions of us dollars (USD),346.0
2012,sop_che,pmr_che,millions of us dollars (USD),239.0
2007,adh_che,pmr_che,millions of us dollars (USD),250.0
2012,adh_che,pmr_che,millions of us dollars (USD),154.0
2007,plm_pla,pmr_che,millions of us dollars (USD),2380.0
2012,plm_pla,pmr_che,millions of us dollars (USD),2979.0
2007,fom_pla,pmr_che,millions of us dollars (USD),363.0
2012,fom_pla,pmr_che,millions of us dollars (USD),170.0
2007,imm_mch,pmr_che,millions of us dollars (USD),16.0
2012,imm_mch,pmr_che,millions of us dollars (USD),211.0
2007,ppp_pla,pmr_che,millions of us dollars (USD),85.0
2012,ppp_pla,pmr_che,millions of us dollars (USD),431.0
2007,ure_pla,pmr_che,millions of us dollars (USD),2.0
2007,pnt_che,pmr_che,millions of us dollars (USD),195.0
2012,pnt_che,pmr_che,millions of us dollars (USD),451.0
2012,lam_pla,pmr_che,millions of us dollars (USD),78.0
2007,srf_che,pmr_che,millions of us dollars (USD),1261.0
2012,srf_che,pmr_che,millions of us dollars (USD),787.0
2007,ndg_wht,pmr_che,millions of us dollars (USD),145.0
2012,ndg_wht,pmr_che,millions of us dollars (USD),496.0
2007,mbm_che,pmr_che,millions of us dollars (USD),165.0
2012,mbm_che,pmr_che,millions of us dollars (USD),15.0
2007,bot_pla,pmr_che,millions of us dollars (USD),72.0
2012,bot_pla,pmr_che,millions of us dollars (USD),12.0
2007,ptr_che,pmr_che,millions of us dollars (USD),933.0
2012,ptr_che,pmr_che,millions of us dollars (USD),3086.0
2007,pag_che,pmr_che,millions of us dollars (USD),70.0
2012,pag_che,pmr_che,millions of us dollars (USD),134.0
2007,TotalBasic,srf_che,millions of us dollars (USD),15937.0
2012,TotalBasic,srf_che,millions of us dollars (USD),18110.0
2007,igm_che,srf_che,millions of us dollars (USD),1.0
2012,igm_che,srf_che,millions of us dollars (USD),2.0
2007,obo_che,srf_che,millions of us dollars (USD),138.0
2012,obo_che,srf_che,millions of us dollars (USD),92.0
2007,cus_com,srf_che,millions of us dollars (USD),17.0
2012,cus_com,srf_che,millions of us dollars (USD),15.0
2007,sci_tsv,srf_che,millions of us dollars (USD),372.0
2012,sci_tsv,srf_che,millions of us dollars (USD),463.0
2007,obi_che,srf_che,millions of us dollars (USD),1.0
2012,obi_che,srf_che,millions of us dollars (USD),1.0
2007,mfs_con,srf_che,millions of us dollars (USD),7.0
2012,mfs_con,srf_che,millions of us dollars (USD),9.0
2007,pmr_che,srf_che,millions of us dollars (USD),507.0
2012,pmr_che,srf_che,millions of us dollars (USD),464.0
2007,och_che,srf_che,millions of us dollars (USD),4.0
2012,och_che,srf_che,millions of us dollars (USD),94.0
2007,sop_che,srf_che,millions of us dollars (USD),1.0
2012,sop_che,srf_che,millions of us dollars (USD),1.0
2007,adh_che,srf_che,millions of us dollars (USD),1.0
2012,adh_che,srf_che,millions of us dollars (USD),174.0
2012,brd_cep,srf_che,millions of us dollars (USD),133.0
2007,srf_che,srf_che,millions of us dollars (USD),14846.0
2012,srf_che,srf_che,millions of us dollars (USD),16440.0
2007,ndg_wht,srf_che,millions of us dollars (USD),43.0
2012,ndg_wht,srf_che,millions of us dollars (USD),183.0
2012,fyt_tex,srf_che,millions of us dollars (USD),39.0
2007,TotalBasic,mbm_che,millions of us dollars (USD),13947.0
2012,TotalBasic,mbm_che,millions of us dollars (USD),14744.0
2007,obo_che,mbm_che,millions of us dollars (USD),49.0
2012,obo_che,mbm_che,millions of us dollars (USD),77.0
2007,cus_com,mbm_che,millions of us dollars (USD),20.0
2012,cus_com,mbm_che,millions of us dollars (USD),21.0
2007,sci_tsv,mbm_che,millions of us dollars (USD),2470.0
2012,sci_tsv,mbm_che,millions of us dollars (USD),2355.0
2007,obi_che,mbm_che,millions of us dollars (USD),1.0
2007,mfs_con,mbm_che,millions of us dollars (USD),1.0
2012,mfs_con,mbm_che,millions of us dollars (USD),3.0
2007,sop_che,mbm_che,millions of us dollars (USD),16.0
2012,sop_che,mbm_che,millions of us dollars (USD),5.0
2007,dnt_mmf,mbm_che,millions of us dollars (USD),33.0
2012,dnt_mmf,mbm_che,millions of us dollars (USD),24.0
2007,toi_che,mbm_che,millions of us dollars (USD),10.0
2012,toi_che,mbm_che,millions of us dollars (USD),224.0
2007,phm_che,mbm_che,millions of us dollars (USD),468.0
2012,phm_che,mbm_che,millions of us dollars (USD),351.0
2007,mbm_che,mbm_che,millions of us dollars (USD),10801.0
2012,mbm_che,mbm_che,millions of us dollars (USD),11602.0
2007,pag_che,mbm_che,millions of us dollars (USD),1.0
2007,dru_wht,mbm_che,millions of us dollars (USD),77.0
2012,dru_wht,mbm_che,millions of us dollars (USD),81.0
2007,TotalBasic,phm_che,millions of us dollars (USD),163806.0
2012,TotalBasic,phm_che,millions of us dollars (USD),146520.0
2007,obo_che,phm_che,millions of us dollars (USD),20.0
2012,obo_che,phm_che,millions of us dollars (USD),31.0
2007,cus_com,phm_che,millions of us dollars (USD),208.0
2012,cus_com,phm_che,millions of us dollars (USD),225.0
2007,sci_tsv,phm_che,millions of us dollars (USD),25902.0
2012,sci_tsv,phm_che,millions of us dollars (USD),24975.0
2007,obi_che,phm_che,millions of us dollars (USD),1.0
2007,mfs_con,phm_che,millions of us dollars (USD),14.0
2012,mfs_con,phm_che,millions of us dollars (USD),37.0
2007,sop_che,phm_che,millions of us dollars (USD),179.0
2012,sop_che,phm_che,millions of us dollars (USD),53.0
2007,adh_che,phm_che,millions of us dollars (USD),4.0
2012,adh_che,phm_che,millions of us dollars (USD),1.0
2007,sas_mmf,phm_che,millions of us dollars (USD),103.0
2012,sas_mmf,phm_che,millions of us dollars (USD),172.0
